address,city,state,zipcode,property_type,square_footage,lot_size,num_rooms,num_bedrooms,num_baths,year_built,last_sale_amount,last_sale_date,estimated_value
3209 S Lowell Blvd,Denver,CO,80236,Single Family Residence,1147,8380.00,6,3,1.000,1956,270000,2015-02-17,369666
4855 Bryant St,Denver,CO,80221,Single Family Residence,888,6250.00,4,2,2.000,1941,258000,2013-12-24,375030
2666 Xanthia St,Denver,CO,80238,Single Family Residence,2050,3150.00,7,3,4.000,2003,475000,2014-01-10,717427
8226 E 28th Dr,Denver,CO,80238,Single Family Residence,2864,4271.00,8,4,4.000,2002,508500,2003-05-28,704208
4660 Granby Way,Denver,CO,80239,Single Family Residence,2293,6760.00,6,3,2.000,1984,83000,1996-01-02,286109
2740 S Perry St,Denver,CO,80236,Single Family Residence,977,8750.00,5,2,1.000,1956,88500,1996-08-07,326676
2720 S Lowell Blvd,Denver,CO,80236,Single Family Residence,1716,7130.00,5,3,3.000,1955,155000,2009-09-23,332165
8101 E Dartmouth Ave # 95,Denver,CO,80231,Single Family Residence,2851,6000.00,9,4,4.000,1993,550000,2009-01-09,758308
4155 W Arizona Ave,Denver,CO,80219,Single Family Residence,1408,7360.00,5,3,1.000,1954,261500,2016-09-06,261088
2270 W Center Ave,Denver,CO,80223,Single Family Residence,787,7200.00,5,2,1.000,1950,205000,2015-04-15,247399
2920 Arapahoe St,Denver,CO,80205,Single Family Residence,1189,3130.00,5,2,1.000,1886,270000,2014-09-05,442945
785 Holly St,Denver,CO,80220,Single Family Residence,850,6880.00,4,2,1.000,1941,70000,1992-10-01,490903
3511 S Grape St,Denver,CO,80237,Single Family Residence,1280,9600.00,6,3,2.000,1957,90000,1985-03-01,445492
5049 Perry St,Denver,CO,80212,Single Family Residence,1022,9120.00,6,2,2.000,1906,337000,2014-11-17,415256
8660 E Chenango Ave,Denver,CO,80237,Single Family Residence,1668,8216.00,7,3,3.000,1972,230000,2009-04-09,466995
1432 S Clarkson St,Denver,CO,80210,Single Family Residence,1190,4680.00,6,3,1.000,1909,59000,1979-07-01,472742
1348 S Saint Paul St,Denver,CO,80210,Single Family Residence,3489,6250.00,8,3,5.000,2007,1187414,2007-09-21,1459771
654 Fox St,Denver,CO,80204,Single Family Residence,1836,3125.00,5,3,3.000,1893,347000,2008-02-21,508385
872 S Raritan St,Denver,CO,80223,Single Family Residence,904,6700.00,6,2,1.000,1952,125000,2006-07-12,259513
3468 S Forest St,Denver,CO,80222,Single Family Residence,950,6970.00,5,2,1.000,1952,211500,2012-03-23,315649
2805 Dahlia St,Denver,CO,80207,Single Family Residence,1113,5800.00,6,2,2.000,1927,332500,2013-02-15,557171
3719 Kalamath St,Denver,CO,80211,Single Family Residence,781,7813.00,5,2,1.000,1888,389500,2013-07-23,484191
2581 W Bates Ave,Denver,CO,80236,Single Family Residence,1774,6000.00,6,3,2.000,2006,245000,2007-03-14,320031
4730 N Raleigh St,Denver,CO,80212,Single Family Residence,1507,6650.00,5,2,2.000,1940,268200,2007-03-14,507515
1948 King Way,Denver,CO,80204,Single Family Residence,1836,2600.00,9,3,4.000,1996,508000,2015-10-23,705077
2800 N Lafayette St,Denver,CO,80205,Single Family Residence,2398,4690.00,9,5,2.000,1890,254900,2008-12-12,668720
4748 Truckee St,Denver,CO,80249,Single Family Residence,2566,5469.00,6,3,3.000,2014,342800,2015-04-23,323549
1315 Xavier St,Denver,CO,80204,Single Family Residence,977,6250.00,5,2,2.000,1952,0,2004-07-26,358311
8118 E Fairmount Dr,Denver,CO,80230,Single Family Residence,3056,7640.00,10,5,4.000,1999,565000,2008-03-11,838456
1924 S Gilpin St,Denver,CO,80210,Single Family Residence,783,4690.00,4,2,2.000,1931,79900,1987-04-10,402085
4682 Josephine St,Denver,CO,80216,Single Family Residence,814,3000.00,5,2,1.000,1883,155000,2014-08-28,207745
4966 Vallejo St,Denver,CO,80221,Single Family Residence,1156,6250.00,6,3,2.000,1958,186000,2005-09-19,338077
1214 S Logan St,Denver,CO,80210,Single Family Residence,2247,3120.00,7,3,3.000,1890,575000,2014-04-15,701366
4216 Perry St,Denver,CO,80212,Single Family Residence,1633,6700.00,7,3,2.000,1952,94600,1988-04-14,558881
4801 Carson St,Denver,CO,80239,Single Family Residence,1356,6380.00,7,3,2.000,1983,95000,2009-10-30,253691
5275 Highline Pl,Denver,CO,80222,Single Family Residence,1115,8820.00,6,3,1.000,1952,264400,2014-03-07,368858
18629 E 42nd Pl,Denver,CO,80249,Single Family Residence,1413,2892.00,6,3,2.000,2004,149380,2004-06-21,264162
3000 S Grape Way,Denver,CO,80222,Single Family Residence,1280,8530.00,6,3,1.000,1955,379000,2016-06-16,395759
2799 S Newton Way,Denver,CO,80236,Single Family Residence,1261,10800.00,6,3,3.000,1956,249000,2005-01-10,351346
1460 S Lincoln St,Denver,CO,80210,Single Family Residence,960,4690.00,5,2,1.000,1909,64400,1980-11-01,435013
1496 S Beach Ct,Denver,CO,80219,Single Family Residence,840,6560.00,5,2,1.000,1955,156549,2015-05-13,278433
4367 W Grand Ave,Denver,CO,80123,Single Family Residence,1171,9000.00,5,3,2.000,1964,254500,2014-09-08,360356
1251 Meade St,Denver,CO,80204,Single Family Residence,1093,9370.00,4,2,1.000,1903,112800,1998-04-06,302760
4855 Raritan St,Denver,CO,80221,Single Family Residence,752,5640.00,5,2,1.000,1947,142000,2002-07-02,267053
753 S Ivy St,Denver,CO,80224,Single Family Residence,1179,6900.00,6,3,3.000,1956,80200,1989-05-05,388178
470 Newton St,Denver,CO,80204,Single Family Residence,758,5960.00,4,2,1.000,1941,143900,2014-05-01,253275
1585 S Quieto Ct,Denver,CO,80223,Single Family Residence,1281,6210.00,5,2,1.000,1954,201000,2005-11-03,254576
2936 S Tamarac St,Denver,CO,80231,Single Family Residence,2711,7570.00,9,4,4.000,1976,457000,2015-05-22,476699
2426 Stout St,Denver,CO,80205,Single Family Residence,1990,3132.00,9,4,2.000,1884,0,2001-03-23,508740
4858 Halifax St,Denver,CO,80249,Single Family Residence,1858,4180.00,7,3,3.000,2002,190320,2003-03-10,295221
833 Harrison St,Denver,CO,80206,Single Family Residence,1087,5940.00,5,2,1.000,1923,281150,2012-06-08,534435
4096 Netherland St,Denver,CO,80249,Single Family Residence,1708,4632.00,6,4,3.000,1998,183600,2013-08-19,283161
1708 Colorado Blvd,Denver,CO,80220,Single Family Residence,2126,4900.00,10,5,3.000,1896,370000,2007-12-21,826933
2756 W Iowa Ave,Denver,CO,80219,Single Family Residence,758,6100.00,5,2,2.000,1959,232500,2015-03-24,268285
9121 E 33rd Ave,Denver,CO,80238,Single Family Residence,2772,7600.00,8,3,5.000,2008,840000,2015-01-20,894978
2372 N Xenia St,Denver,CO,80238,Single Family Residence,1795,3240.00,7,3,3.000,2004,330000,2009-03-10,531438
1969 Trenton St,Denver,CO,80220,Single Family Residence,855,6350.00,4,2,1.000,1938,195000,2015-07-24,275607
8002 E 50th Dr,Denver,CO,80238,Single Family Residence,2207,4422.00,6,3,4.000,2013,547303,2014-05-13,623147
1538 S Humboldt St,Denver,CO,80210,Single Family Residence,2970,11441.00,8,3,2.000,1958,438000,2005-10-28,689317
569 S Canosa Ct,Denver,CO,80219,Single Family Residence,1007,6250.00,5,2,2.000,1950,28500,1996-05-02,278727
980 S Canosa Ct,Denver,CO,80219,Single Family Residence,1835,7980.00,10,4,2.000,1954,0,2011-03-02,310364
2837 S Decatur St,Denver,CO,80236,Single Family Residence,1128,19899.00,4,2,2.000,1947,0,2010-12-09,289274
2526 Welton St,Denver,CO,80205,Single Family Residence,1017,2142.00,4,2,1.000,1910,8250,1989-05-17,451118
3541 Oneida St,Denver,CO,80207,Single Family Residence,769,7500.00,4,2,1.000,1953,56038,1993-04-01,284936
2115 W 31st Ave,Denver,CO,80211,Single Family Residence,1644,2740.00,6,3,1.000,1904,66700,1993-05-28,529309
300 Ivy St,Denver,CO,80220,Single Family Residence,6133,20300.00,11,4,7.000,1938,1375000,2011-02-03,4353894
1321 Marigold Dr,Denver,CO,80221,Single Family Residence,999,8376.00,5,2,2.000,1960,0,1994-05-23,206146
6424 E Eastman Ave,Denver,CO,80222,Single Family Residence,1438,9453.00,0,4,3.000,1965,155000,1988-04-21,459261
2703 S Green Ct,Denver,CO,80236,Single Family Residence,2108,92500.00,11,7,3.000,1974,546300,1981-01-01,836217
4071 S Wabash St,Denver,CO,80237,Single Family Residence,2201,10500.00,8,4,3.000,1970,305000,2006-01-23,436803
5550 Crown Blvd,Denver,CO,80239,Single Family Residence,920,6650.00,4,2,1.000,1971,0,2006-01-03,247750
234 N Sherman St,Denver,CO,80203,Single Family Residence,1618,3906.00,6,3,2.000,1901,635000,2016-08-22,642000
840 Zenobia St,Denver,CO,80204,Single Family Residence,680,8000.00,4,1,1.000,1930,149900,2002-04-17,224388
1939 King Way,Denver,CO,80204,Single Family Residence,1148,2600.00,6,3,4.000,1996,0,1997-04-03,571631
745 Inca St,Denver,CO,80204,Single Family Residence,1205,2620.00,7,3,1.000,1884,100000,2008-12-05,367886
2617 N Vine St,Denver,CO,80205,Single Family Residence,1706,4560.00,6,3,1.000,1906,86500,1994-05-27,499213
2333 N Vine St,Denver,CO,80205,Single Family Residence,1315,4690.00,6,2,2.000,1890,241500,2003-12-17,481047
3311 N Josephine St,Denver,CO,80205,Single Family Residence,1398,5310.00,6,2,3.000,1921,550000,2016-08-15,570058
3216 N York St,Denver,CO,80205,Single Family Residence,1008,4190.00,5,2,2.000,1923,0,2013-08-05,361395
3504 N York St,Denver,CO,80205,Single Family Residence,876,3610.00,5,2,2.000,1926,35832,2007-08-21,349506
2532 N Vine St,Denver,CO,80205,Single Family Residence,1354,4160.00,6,3,2.000,1910,299000,2009-05-15,558451
1229 Josephine St,Denver,CO,80206,Single Family Residence,1368,4170.00,8,5,1.000,1898,73500,1984-04-01,486528
5501 Martin Luther King Blvd,Denver,CO,80207,Single Family Residence,1056,6900.00,5,2,1.000,1952,93000,2009-05-13,284421
48 S Jackson St,Denver,CO,80209,Single Family Residence,1078,6250.00,5,2,2.000,1927,600000,2016-04-01,683178
941 S Ogden St,Denver,CO,80209,Single Family Residence,1573,4750.00,5,3,2.000,1906,501862,2014-12-22,691373
234 S Milwaukee St,Denver,CO,80209,Single Family Residence,3795,10000.00,9,3,3.000,1966,1200000,2002-08-22,1309997
1288 S Emerson St,Denver,CO,80210,Single Family Residence,1050,4680.00,5,2,2.000,1924,447000,2014-10-17,727626
4150 Grove St,Denver,CO,80211,Single Family Residence,767,6250.00,4,2,1.000,1912,199900,2003-07-14,448156
2299 W 33rd Ave,Denver,CO,80211,Single Family Residence,1912,4970.00,8,3,4.000,2002,520000,2006-07-06,677947
4836 Quitman St,Denver,CO,80212,Single Family Residence,1110,6250.00,5,2,1.000,1910,249900,2007-10-10,381603
4344 Stuart St,Denver,CO,80212,Single Family Residence,647,6350.00,4,2,1.000,1907,2750,2009-04-15,419759
4656 York St,Denver,CO,80216,Single Family Residence,633,3000.00,5,3,1.000,1890,0,2008-08-08,189436
4710 Race St,Denver,CO,80216,Single Family Residence,740,5290.00,4,2,1.000,1886,0,2007-10-23,198105
819 N Lafayette St,Denver,CO,80218,Single Family Residence,1443,3125.00,6,2,2.000,1902,20900,1990-06-01,491686
499 N Emerson St,Denver,CO,80218,Single Family Residence,1717,4170.00,4,1,1.000,1992,53500,1983-08-01,643448
2795 W Ellsworth Ave,Denver,CO,80219,Single Family Residence,899,6100.00,4,2,1.000,1932,49000,1991-10-01,228975
145 S Bryant St,Denver,CO,80219,Single Family Residence,1197,6350.00,6,3,1.000,1949,67000,1985-06-01,234602
2560 S Newton St,Denver,CO,80219,Single Family Residence,1034,6000.00,5,3,2.000,1955,412080,2016-06-03,377120
1250 S Julian St,Denver,CO,80219,Single Family Residence,1381,9080.00,6,3,2.000,1998,169900,2010-02-03,304612
1667 S Alcott St,Denver,CO,80219,Single Family Residence,881,6000.00,5,3,1.000,1955,116000,1998-09-09,260483
1440 S Osceola St,Denver,CO,80219,Single Family Residence,1242,7500.00,7,4,2.000,1953,59000,1995-09-27,269383
125 Krameria St,Denver,CO,80220,Single Family Residence,3707,11600.00,9,4,4.000,1954,975000,2001-08-24,1428912
1414 Birch St,Denver,CO,80220,Single Family Residence,1072,5690.00,5,2,3.000,1938,147600,1998-04-06,456166
1930 Roslyn St,Denver,CO,80220,Single Family Residence,1419,7240.00,6,2,2.000,1948,170000,2003-10-22,361316
1112 Pontiac St,Denver,CO,80220,Single Family Residence,1253,6500.00,5,2,1.000,1954,285000,2012-12-11,442346
145 Southmoor Dr,Denver,CO,80220,Single Family Residence,4818,9750.00,10,4,8.000,2005,1798000,2007-03-22,2206099
1445 Willow St,Denver,CO,80220,Single Family Residence,830,6200.00,4,2,1.000,1928,0,1993-06-10,248827
5110 Eliot St,Denver,CO,80221,Single Family Residence,899,6250.00,5,3,1.000,1941,128000,2009-04-10,279855
7103 Elati St,Denver,CO,80221,Single Family Residence,850,7000.00,6,4,2.000,1959,126000,1999-06-25,269683
8188 Loretta Dr,Denver,CO,80221,Single Family Residence,1040,8288.00,5,3,3.000,1968,206000,2013-08-13,295148
8158 Pecos Way,Denver,CO,80221,Single Family Residence,1151,7300.00,5,3,2.000,1959,138000,2008-02-08,280065
561 Cragmore St,Denver,CO,80221,Single Family Residence,819,6820.00,4,2,1.000,1955,124900,2013-03-05,231245
7767 Elmwood Pl,Denver,CO,80221,Single Family Residence,1084,8140.00,5,3,2.000,1955,0,1997-02-04,253286
3115 S Colorado Blvd,Denver,CO,80222,Single Family Residence,1461,8930.00,5,2,3.000,1954,340000,2006-12-06,588466
2331 S Bannock St,Denver,CO,80223,Single Family Residence,1909,6250.00,5,3,2.000,1914,0,2003-04-15,342185
1574 S Ivy St,Denver,CO,80224,Single Family Residence,1742,6070.00,8,4,2.000,1957,135000,1995-11-02,405793
2794 S Eaton Way,Denver,CO,80227,Single Family Residence,1492,9920.00,6,3,2.000,1962,224900,2000-09-28,362729
910 Explorador Calle,Denver,CO,80229,Single Family Residence,1026,7920.00,5,3,2.000,1961,0,2009-06-12,283342
1422 Quivira Dr,Denver,CO,80229,Single Family Residence,805,8400.00,6,3,2.000,1970,155000,2011-10-27,261726
8273 Gaylord St,Denver,CO,80229,Single Family Residence,1120,7560.00,5,3,1.000,1971,140500,2010-01-13,247430
2833 S Reading Ct,Denver,CO,80231,Single Family Residence,2023,9150.00,7,4,3.000,1974,50000,1975-06-01,431460
3823 S Xenia St,Denver,CO,80237,Single Family Residence,2548,15000.00,7,4,3.000,1968,356700,2000-08-04,516920
3183 Galena St,Denver,CO,80238,Single Family Residence,3322,4939.00,9,4,5.000,2006,720000,2008-06-24,925205
3469 Uinta St,Denver,CO,80238,Single Family Residence,2757,7934.00,7,4,4.000,2011,569900,2011-08-17,873981
2667 Xanthia Ct,Denver,CO,80238,Single Family Residence,2610,3600.00,9,3,4.000,2003,475000,2007-05-08,671029
14532 E 45th Ave,Denver,CO,80239,Single Family Residence,1119,5400.00,6,3,2.000,1983,195000,2002-09-26,245827
5516 Carson St,Denver,CO,80239,Single Family Residence,968,6500.00,5,3,1.000,1971,27000,1990-04-01,240135
4951 Eureka Ct,Denver,CO,80239,Single Family Residence,1621,5125.00,6,3,3.000,1997,270000,2016-05-02,289149
14561 E 46th Ave,Denver,CO,80239,Single Family Residence,1236,5000.00,5,3,2.000,1986,83000,2009-01-28,253154
5421 Odessa St,Denver,CO,80249,Single Family Residence,3305,6656.00,7,5,3.000,2005,222000,2010-08-04,357792
4615 Andes St,Denver,CO,80249,Single Family Residence,1444,3280.00,6,3,2.000,2007,159900,2012-11-08,258914
4701 Argonne St,Denver,CO,80249,Single Family Residence,1363,4500.00,5,2,2.000,2010,251900,2016-04-27,269731
5076 Orleans Ct,Denver,CO,80249,Single Family Residence,2718,5583.00,9,4,3.000,2003,194370,2003-06-24,336690
1986 S Lincoln St,Denver,CO,80210,Single Family Residence,1000,4690.00,5,2,2.000,1925,194900,1999-12-10,497463
1847 S Jasmine St,Denver,CO,80224,Single Family Residence,1292,7870.00,6,3,2.000,1956,48200,1994-01-26,421685
8650 Hopkins Dr,Denver,CO,80229,Single Family Residence,1050,8400.00,5,3,2.000,1957,89500,1995-06-29,261473
8976 N State Road 19,Denver,IN,46926,Single Family Residence,1936,145055.00,8,4,1.000,1875,0,1988-12-01,104486
2331 Eliot St,Denver,CO,80211,Single Family Residence,760,5400.00,5,2,1.000,1893,2261700,2016-02-24,448519
2149 N Humboldt St,Denver,CO,80205,Single Family Residence,832,1030.00,4,2,1.000,1890,33000,1986-01-01,278375
4135 Knox Ct,Denver,CO,80211,Single Family Residence,1210,6250.00,5,3,1.000,1925,0,1990-05-11,478680
3960 Vallejo St,Denver,CO,80211,Single Family Residence,1962,6250.00,9,3,2.000,1908,42000,1978-07-01,564174
2426 W Evans Ave,Denver,CO,80219,Single Family Residence,0,11722.00,0,0,.000,0,140000,1997-10-01,475427
1270 Tamarac St,Denver,CO,80220,Single Family Residence,891,6500.00,5,3,1.000,1941,42400,1992-03-06,262084
2222 S Alton Way,Denver,CO,80231,Single Family Residence,2109,12807.00,0,3,3.000,1970,275000,1984-05-01,469092
12221 E Stoll Pl,Denver,CO,80239,Single Family Residence,1333,7020.00,5,3,3.000,1971,69500,1992-09-01,260819
5180 Andes St,Denver,CO,80249,Single Family Residence,1160,3403.00,4,2,3.000,2014,219000,2014-12-30,274363
2021 Long St,Denver,TN,37134,Single Family Residence,820,.00,0,0,1.000,1953,60000,2010-08-04,43729
6590 W Alamo Dr,Denver,CO,80123,Single Family Residence,1911,6022.00,7,3,3.000,1996,426001,2014-06-30,609300
3507 N Franklin St,Denver,CO,80205,Single Family Residence,751,3120.00,5,2,1.000,1891,0,2004-03-11,289000
3615 N Williams St,Denver,CO,80205,Single Family Residence,1406,4680.00,7,4,1.000,1902,303000,2014-11-10,447419
2037 N Gaylord St,Denver,CO,80205,Single Family Residence,2004,4690.00,8,3,2.000,1910,63000,1979-09-01,601296
2942 N Vine St,Denver,CO,80205,Single Family Residence,1424,4690.00,7,3,2.000,1905,335000,2006-10-19,585791
545 Saint Paul St,Denver,CO,80206,Single Family Residence,2611,4160.00,9,2,4.000,2001,910000,2004-12-10,1408973
1045 Clayton St,Denver,CO,80206,Single Family Residence,2434,4050.00,8,4,4.000,1899,725000,2013-05-17,941717
2830 Locust St,Denver,CO,80207,Single Family Residence,930,6250.00,5,2,2.000,1949,235000,2013-08-08,427793
2070 Colorado Blvd,Denver,CO,80207,Single Family Residence,3091,18750.00,7,3,4.000,1908,0,2011-01-23,1026481
3625 Fairfax St,Denver,CO,80207,Single Family Residence,1355,6380.00,6,4,2.000,1954,0,2015-06-17,360403
825 S Grant St,Denver,CO,80209,Single Family Residence,706,3120.00,4,1,1.000,1895,325250,2016-08-22,344211
367 S Clarkson St,Denver,CO,80209,Single Family Residence,1065,4690.00,5,2,2.000,1922,109000,1991-12-01,550688
863 S Williams St,Denver,CO,80209,Single Family Residence,2385,4690.00,7,3,4.000,1925,500000,2013-10-24,1154368
830 S Saint Paul St,Denver,CO,80209,Single Family Residence,4247,11100.00,8,3,6.000,2008,805000,2007-07-18,1598930
956 S Washington St,Denver,CO,80209,Single Family Residence,1246,4160.00,5,2,3.000,1907,515000,2007-05-10,726044
1440 S Saint Paul St,Denver,CO,80210,Single Family Residence,774,6250.00,5,2,1.000,1940,450000,2016-04-14,462740
2045 S Cook St,Denver,CO,80210,Single Family Residence,1789,13100.00,7,3,2.000,1949,531523,2016-04-06,629846
4605 Bryant St,Denver,CO,80211,Single Family Residence,1544,5780.00,8,4,2.000,1907,368000,2007-07-11,455790
3150 W 39th Ave,Denver,CO,80211,Single Family Residence,1700,5210.00,8,2,2.000,1921,63500,1979-05-01,566270
3935 W 25th Ave,Denver,CO,80212,Single Family Residence,902,5370.00,5,2,2.000,1941,59900,1993-02-01,475534
784 N Corona St,Denver,CO,80218,Single Family Residence,1680,3600.00,10,4,4.000,1906,187900,1995-02-22,559331
1620 N Franklin St,Denver,CO,80218,Single Family Residence,3387,4375.00,12,4,4.000,1890,660000,2012-12-04,1206071
2655 S Julian St,Denver,CO,80219,Single Family Residence,1124,6420.00,6,4,1.000,1951,152500,2003-04-15,251988
2502 S Winona Ct,Denver,CO,80219,Single Family Residence,1857,9480.00,5,3,2.000,1955,229000,2013-08-06,343498
4645 W Tennessee Ave,Denver,CO,80219,Single Family Residence,807,15500.00,5,2,1.000,1939,44900,1994-05-27,204831
4743 W Alameda Ave,Denver,CO,80219,Single Family Residence,943,6370.00,5,3,1.000,1956,0,2008-08-26,174097
4850 W Virginia Ave,Denver,CO,80219,Single Family Residence,910,8690.00,5,3,1.000,1957,168000,2016-07-26,235020
1088 S Alcott St,Denver,CO,80219,Single Family Residence,876,7380.00,5,3,1.000,1953,45800,1992-04-01,256532
1075 Ivy St,Denver,CO,80220,Single Family Residence,1179,6250.00,6,2,1.000,1948,270000,2012-08-14,422101
625 Jersey St,Denver,CO,80220,Single Family Residence,2301,6250.00,5,3,4.000,1940,822500,2014-03-03,1025195
5085 Clay St,Denver,CO,80221,Single Family Residence,1108,6150.00,5,3,1.000,1942,159900,2001-02-14,311815
8313 Navajo St,Denver,CO,80221,Single Family Residence,1650,7000.00,7,4,2.000,1965,216900,2003-08-28,307055
621 Marigold Dr,Denver,CO,80221,Single Family Residence,1234,9372.00,6,3,2.000,1964,145500,2011-06-14,301599
2230 S Birch St,Denver,CO,80222,Single Family Residence,1355,9250.00,6,3,2.000,1960,207500,2002-09-17,428606
3300 S Fairfax St,Denver,CO,80222,Single Family Residence,1534,7590.00,6,2,1.000,1952,417500,2016-09-02,370679
3098 S Jasmine St,Denver,CO,80222,Single Family Residence,1258,9148.00,0,3,3.000,1959,196000,2000-07-17,416496
1331 S Quivas St,Denver,CO,80223,Single Family Residence,774,6120.00,4,2,1.000,1955,112700,2012-10-16,239662
115 Inca St,Denver,CO,80223,Single Family Residence,1029,2620.00,6,2,2.000,1900,398750,2015-04-28,414246
6690 E Virginia Ave,Denver,CO,80224,Single Family Residence,2525,6520.00,9,4,3.000,1969,144500,1983-09-01,578910
5605 Nebraska Way,Denver,CO,80224,Single Family Residence,1314,7050.00,7,3,2.000,1956,285700,2013-09-19,446115
8421 Corona St,Denver,CO,80229,Single Family Residence,825,7770.00,5,2,2.000,1962,148555,2005-12-05,246300
8580 Essex St,Denver,CO,80229,Single Family Residence,816,7350.00,4,4,2.000,1959,178000,2005-05-03,247225
8101 E Dartmouth Ave # 86,Denver,CO,80231,Single Family Residence,1985,8470.00,7,3,2.000,1980,350000,2010-03-01,499326
6772 W Princeton Pl,Denver,CO,80235,Single Family Residence,3344,13630.00,7,3,4.000,2001,749000,2002-06-14,978254
2541 W Cornell Ave,Denver,CO,80236,Single Family Residence,1224,6060.00,6,3,2.000,1976,122520,2009-03-23,283518
4502 W Union Ave,Denver,CO,80236,Single Family Residence,1874,12000.00,6,3,3.000,1978,269000,2003-10-10,392581
4673 S Zenobia St,Denver,CO,80236,Single Family Residence,1756,13300.00,9,3,3.000,1973,295000,2014-06-10,380091
3775 W Union Ave,Denver,CO,80236,Single Family Residence,1909,6992.00,8,4,3.000,1989,107085,1990-01-01,357400
9174 E 37th Ave,Denver,CO,80238,Single Family Residence,2529,6050.00,7,3,4.000,2012,581030,2012-09-27,711938
4592 Fraser Way,Denver,CO,80239,Single Family Residence,1372,6800.00,5,3,2.000,1979,173000,2013-09-17,283186
12255 E 50th Ave,Denver,CO,80239,Single Family Residence,1179,7400.00,6,3,2.000,1998,68500,2009-07-07,253404
14623 E 51st Pl,Denver,CO,80239,Single Family Residence,1088,5117.00,4,2,3.000,1999,0,2016-06-09,254879
255 S Cherry St,Denver,CO,80246,Single Family Residence,3379,9940.00,5,3,3.000,1955,1150000,2015-04-21,1366299
20761 E 42nd Ave,Denver,CO,80249,Single Family Residence,960,5950.00,5,2,2.000,1984,136500,2012-12-04,267569
19548 E 52nd Ave,Denver,CO,80249,Single Family Residence,2654,7237.00,7,3,3.000,2013,404100,2013-11-27,438217
21417 E 55th Pl,Denver,CO,80249,Single Family Residence,1508,2852.00,7,3,3.000,2004,0,2005-01-21,276458
20624 E 47th Ave,Denver,CO,80249,Single Family Residence,1134,4189.00,5,2,2.000,2002,205900,2015-04-13,253329
474 S Gilpin St,Denver,CO,80209,Single Family Residence,1206,6240.00,5,2,2.000,1926,172900,1994-09-01,785654
2787 S Fenton St,Denver,CO,80227,Single Family Residence,1477,8680.00,6,3,3.000,1965,78000,1988-01-26,356995
1450 S Dahlia St,Denver,CO,80222,Single Family Residence,1029,7500.00,6,3,1.000,1955,279000,2009-06-03,457361
301 E Florida Ave,Denver,CO,80210,Single Family Residence,1529,4050.00,8,3,2.000,1910,467000,2011-11-21,724057
2061 S Clayton St,Denver,CO,80210,Single Family Residence,1703,7500.00,7,3,2.000,1901,470000,2007-02-22,592339
2329 S Saint Paul St,Denver,CO,80210,Single Family Residence,3768,7500.00,8,4,4.000,2005,845000,2012-03-27,1752798
1182 S Knox Ct,Denver,CO,80219,Single Family Residence,1036,6050.00,5,3,1.000,1955,45000,1993-05-01,249123
575 S Vine St,Denver,CO,80209,Single Family Residence,1152,4680.00,6,2,1.000,1927,0,1998-04-03,655081
4119 Decatur St,Denver,CO,80211,Single Family Residence,1384,17200.00,7,3,1.000,1888,53600,1993-04-08,585958
1316 S Vine St,Denver,CO,80210,Single Family Residence,1128,6300.00,6,3,1.000,1920,76500,1987-09-23,631428
969 S Quitman St,Denver,CO,80219,Single Family Residence,1020,6350.00,5,3,1.000,1940,0,1987-01-14,241544
343 Bellaire St,Denver,CO,80220,Single Family Residence,3870,5620.00,8,3,3.000,1984,75000,1983-10-01,1459746
8259 Pearl St,Denver,CO,80229,Single Family Residence,972,6825.00,5,3,1.000,1962,229000,2016-01-15,261602
783 W 80th Ave,Denver,CO,80221,Single Family Residence,950,13005.00,7,4,2.000,1967,83000,1987-05-29,281099
6935 Kidder Dr,Denver,CO,80221,Single Family Residence,1341,7100.00,5,3,2.000,1960,190000,2002-08-09,260262
5539 Abilene St,Denver,CO,80239,Single Family Residence,987,8770.00,5,3,2.000,1970,67455,2008-06-05,246273
3168 Geneva Ct,Denver,CO,80238,Single Family Residence,1513,2475.00,6,2,3.000,2010,289526,2010-07-06,423330
4698 Walden Way,Denver,CO,80249,Single Family Residence,2056,5652.00,5,2,3.000,2014,264200,2014-10-07,350235
2600 S Irving St,Denver,CO,80219,Single Family Residence,1114,6000.00,5,3,1.000,1952,96109,2014-02-28,248577
3258 Vallejo St,Denver,CO,80211,Single Family Residence,865,2730.00,5,2,2.000,1898,319900,2011-05-31,513773
5232 Helena St,Denver,CO,80239,Single Family Residence,1386,5988.00,6,3,3.000,1999,185000,2000-11-02,273313
4123 Green Ct,Denver,CO,80211,Single Family Residence,1205,6250.00,7,3,2.000,1915,377500,2012-11-19,600200
14402 E Elk Pl,Denver,CO,80239,Single Family Residence,1676,7395.00,7,4,3.000,1998,215000,2002-02-19,277892
550 Harrison St,Denver,CO,80206,Single Family Residence,1020,4630.00,5,2,2.000,1925,357500,2015-04-10,494415
5037 Ceylon St,Denver,CO,80249,Single Family Residence,1279,4044.00,5,3,2.000,2004,195000,2015-06-16,263400
584 N Franklin St,Denver,CO,80218,Single Family Residence,1440,4690.00,7,3,3.000,1900,564000,2007-05-04,799451
1753 S Alcott St,Denver,CO,80219,Single Family Residence,1181,6730.00,5,1,3.000,1956,262500,2015-11-05,282402
2476 Meade St,Denver,CO,80211,Single Family Residence,2616,4690.00,7,3,3.000,1914,267000,2012-04-04,498338
9731 E 34th Pl,Denver,CO,80238,Single Family Residence,3150,5400.00,8,3,5.000,2006,922730,2006-11-22,898270
